Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00  504220/504220      int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [131]
[129]    0.3    0.00    0.00  504220         int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [129]
                0.00    0.00  504220/504220      int* std::copy<int const*, int*>(int const*, int const*, int*) [133]
-----------------------------------------------
                0.00    0.00  504220/504220      int* std::copy<int const*, int*>(int const*, int const*, int*) [133]
[130]    0.3    0.00    0.00  504220         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [130]
                0.00    0.00  504220/2018005     int* std::__niter_wrap<int*>(int* const&, int*) [82]
                0.00    0.00  504220/2018005     int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*) [114]
                0.00    0.00 1008440/22019404     int const* std::__niter_base<int const*>(int const*) [50]
                0.00    0.00  504220/2036005     int* std::__niter_base<int*>(int*) [182]
-----------------------------------------------
                0.00    0.00  504220/504220      int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&) [132]
[131]    0.3    0.00    0.00  504220         int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [131]
                0.00    0.00  504220/504220      int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [129]
-----------------------------------------------
                0.00    0.00  504220/504220      void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [104]
[132]    0.3    0.00    0.00  504220         int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&) [132]
                0.00    0.00  504220/504220      int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*) [131]
-----------------------------------------------
                0.00    0.00  504220/504220      int* std::__uninitialized_copy<true>::__uninit_copy<int const*, int*>(int const*, int const*, int*) [129]
[133]    0.3    0.00    0.00  504220         int* std::copy<int const*, int*>(int const*, int const*, int*) [133]
                0.00    0.00  504220/504220      int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [130]
                0.00    0.00 1008440/1008440     int const* std::__miter_base<int const*>(int const*) [221]
-----------------------------------------------
                0.00    0.00     375/375         benchmark() [2]
[134]    0.2    0.00    0.00     375         SolutionTranslator::~SolutionTranslator() [134]
                0.00    0.00     750/3375        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [68]
-----------------------------------------------
                0.00    0.00   30375/30375       std::map<std::array<int, 2ul>, std::array<std::array<int, 2ul>, 20ul>, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::operator[](std::array<int, 2ul>&&) [64]
[135]    0.2    0.00    0.00   30375         std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::operator*() const [135]
                0.00    0.00   30375/113238      std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr() [98]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [141]
[136]    0.2    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_drop_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [136]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [138]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_put_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [322]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [110]
[137]    0.2    0.00    0.00   30375         std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >* std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [137]
                0.00    0.00   30375/30375       void std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [139]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_node() [321]
                0.00    0.00   30375/151875      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [270]
                0.00    0.00   30375/151875      std::tuple<std::array<int, 2ul>&&>&& std::forward<std::tuple<std::array<int, 2ul>&&> >(std::remove_reference<std::tuple<std::array<int, 2ul>&&> >::type&) [271]
                0.00    0.00   30375/151875      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [269]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_drop_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [136]
[138]    0.2    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_destroy_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [138]
                0.00    0.00   30375/113238      std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr() [98]
                0.00    0.00   30375/30375       void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > > >::destroy<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >(std::allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >&, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >*) [308]
                0.00    0.00   30375/121500      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_Node_allocator() [272]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >* std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [137]
[139]    0.2    0.00    0.00   30375         void std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [139]
                0.00    0.00   30375/113238      std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr() [98]
                0.00    0.00   30375/5733721     operator new(unsigned long, void*) [164]
                0.00    0.00   30375/151875      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [270]
                0.00    0.00   30375/151875      std::tuple<std::array<int, 2ul>&&>&& std::forward<std::tuple<std::array<int, 2ul>&&> >(std::remove_reference<std::tuple<std::array<int, 2ul>&&> >::type&) [271]
                0.00    0.00   30375/151875      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [269]
                0.00    0.00   30375/121500      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_get_Node_allocator() [272]
                0.00    0.00   30375/30375       void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > > >::construct<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >&, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >*, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [310]
-----------------------------------------------
                0.00    0.00     375/375         CreateSparseExactCoverMatrix::~CreateSparseExactCoverMatrix() [108]
[140]    0.2    0.00    0.00     375         std::map<std::array<int, 2ul>, std::array<std::array<int, 2ul>, 20ul>, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::~map() [140]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::~_Rb_tree() [142]
-----------------------------------------------
                               30375             std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [141]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::~_Rb_tree() [142]
[141]    0.2    0.00    0.00     375+30375   std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [141]
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_drop_node(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [136]
                0.00    0.00   30375/344126      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_right(std::_Rb_tree_node_base*) [263]
                0.00    0.00   30375/92877       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_left(std::_Rb_tree_node_base*) [275]
                               30375             std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [141]
-----------------------------------------------
                0.00    0.00     375/375         std::map<std::array<int, 2ul>, std::array<std::array<int, 2ul>, 20ul>, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::~map() [140]
[142]    0.2    0.00    0.00     375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::~_Rb_tree() [142]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_erase(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [141]
                0.00    0.00     375/53238       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_begin() [280]
                0.00    0.00     375/375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_Rb_tree_impl<std::less<std::array<int, 2ul> >, true>::~_Rb_tree_impl() [400]
-----------------------------------------------
                0.00    0.00  504220/504220      std::vector<int, std::allocator<int> >::vector(std::initializer_list<int>, std::allocator<int> const&) [56]
[143]    0.2    0.00    0.00  504220         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [143]
                0.00    0.00  504220/2018005     std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [81]
-----------------------------------------------
                0.00    0.00   22113/22113       CreateSparseExactCoverMatrix::setCellPossibleValues(int, int) [100]
[144]    0.1    0.00    0.00   22113         std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::operator->() const [144]
                0.00    0.00   22113/113238      std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_M_valptr() [98]
-----------------------------------------------
                0.00    0.00  504220/504220      void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [104]
[145]    0.1    0.00    0.00  504220         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [145]
                0.00    0.00  504220/5484495     std::allocator<int>::~allocator() [57]
                0.00    0.00  504220/510220      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [256]
                0.00    0.00  504220/4979900     std::allocator<int>::allocator(std::allocator<int> const&) [171]
-----------------------------------------------
                0.00    0.00     375/375         benchmark() [2]
[146]    0.1    0.00    0.00     375         ExactCoverDancingLinks::~ExactCoverDancingLinks() [146]
                0.00    0.00     375/3375        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [68]
                0.00    0.00     375/2962270     std::vector<int, std::allocator<int> >::~vector() [45]
-----------------------------------------------
                0.00    0.00     375/375         ExactCoverDancingLinks::ExactCoverDancingLinks(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [3]
[147]    0.1    0.00    0.00     375         CreateToroidalLinkedList::~CreateToroidalLinkedList() [147]
                0.00    0.00     375/3375        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [68]
                0.00    0.00     375/375         CreateToroidalLinkedList::deallocateStructure() [386]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::equal_range(std::array<int, 2ul> const&) [99]
[148]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_M_lower_bound(std::_Rb_tree_node<std::array<int, 2ul> >*, std::_Rb_tree_node_base*, std::array<int, 2ul> const&) [148]
                0.00    0.00   25500/5252741     std::less<std::array<int, 2ul> >::operator()(std::array<int, 2ul> const&, std::array<int, 2ul> const&) const [11]
                0.00    0.00   25500/4794375     std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_S_key(std::_Rb_tree_node<std::array<int, 2ul> > const*) [61]
                0.00    0.00   25500/2960625     std::_Rb_tree<std::array<int, 2ul>, std::array<int, 2ul>, std::_Identity<std::array<int, 2ul> >, std::less<std::array<int, 2ul> >, std::allocator<std::array<int, 2ul> > >::_S_right(std::_Rb_tree_node_base*) [80]
                0.00    0.00   30375/1966875     std::_Rb_tree_iterator<std::array<int, 2ul> >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [193]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [110]
[149]    0.1    0.00    0.00   30375         std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >*) [149]
                0.00    0.00   30000/5252741     std::less<std::array<int, 2ul> >::operator()(std::array<int, 2ul> const&, std::array<int, 2ul> const&) const [11]
                0.00    0.00   30375/113613      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_end() [273]
                0.00    0.00   30375/166476      std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >::_Rb_tree_iterator(std::_Rb_tree_node_base*) [268]
                0.00    0.00   30000/82113       std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_key(std::_Rb_tree_node_base const*) [276]
                0.00    0.00   30000/518741      std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_S_key(std::_Rb_tree_node<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > const*) [253]
-----------------------------------------------
                0.00    0.00   30375/30375       std::_Rb_tree_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > std::_Rb_tree<std::array<int, 2ul>, std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> >, std::_Select1st<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::less<std::array<int, 2ul> >, std::allocator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<std::array<int, 2ul> const, std::array<std::array<int, 2ul>, 20ul> > >, std::piecewise_construct_t const&, std::tuple<std::array<int, 2ul>&&>&&, std::tuple<>&&) [110]
