Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   10851/10851       std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [340]
-----------------------------------------------
                0.00    0.00   10851/10851       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [333]
[339]    0.0    0.00    0.00   10851         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [339]
                0.00    0.00   10851/10851       __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [336]
-----------------------------------------------
                0.00    0.00   10851/10851       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [338]
[340]    0.0    0.00    0.00   10851         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [340]
                0.00    0.00   10851/10851       __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [337]
-----------------------------------------------
                0.00    0.00    8601/8601        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [33]
[341]    0.0    0.00    0.00    8601         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > > const&) [341]
                0.00    0.00   17202/34404       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::base() const [284]
-----------------------------------------------
                0.00    0.00    8601/8601        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::push_back(std::vector<int, std::allocator<int> > const&) [25]
[342]    0.0    0.00    0.00    8601         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() [342]
                0.00    0.00    8601/17202       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [331]
-----------------------------------------------
                0.00    0.00    8601/8601        void std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_realloc_insert<std::vector<int, std::allocator<int> > const&>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> > const&) [33]
[343]    0.0    0.00    0.00    8601         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() [343]
                0.00    0.00    8601/17202       __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> >*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> >* const&) [331]
-----------------------------------------------
                0.00    0.00    8262/8262        std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [345]
[344]    0.0    0.00    0.00    8262         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [344]
                0.00    0.00    8262/8262        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [347]
                0.00    0.00    8262/8262        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [346]
                0.00    0.00    8262/8262        __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [348]
-----------------------------------------------
                0.00    0.00    8262/8262        CreateSparseExactCoverMatrix::fillInternalRepresentation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&, int (&) [9][9]) [126]
[345]    0.0    0.00    0.00    8262         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [345]
                0.00    0.00    8262/8262        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [344]
-----------------------------------------------
                0.00    0.00    8262/8262        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [344]
[346]    0.0    0.00    0.00    8262         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [346]
-----------------------------------------------
                0.00    0.00    8262/8262        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [344]
[347]    0.0    0.00    0.00    8262         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [347]
-----------------------------------------------
                0.00    0.00    8262/8262        int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [344]
[348]    0.0    0.00    0.00    8262         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [348]
-----------------------------------------------
                0.00    0.00    3000/6000        std::vector<int, std::allocator<int> >::end() [368]
                0.00    0.00    3000/6000        std::vector<int, std::allocator<int> >::begin() [369]
[349]    0.0    0.00    0.00    6000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [349]
-----------------------------------------------
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [367]
[350]    0.0    0.00    0.00    6000         std::vector<int, std::allocator<int> >::max_size() const [350]
                0.00    0.00    6000/510220      std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [256]
                0.00    0.00    6000/1519785     std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [204]
-----------------------------------------------
                0.00    0.00    6000/6000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
[351]    0.0    0.00    0.00    6000         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [351]
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [352]
-----------------------------------------------
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [351]
[352]    0.0    0.00    0.00    6000         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [352]
                0.00    0.00    6000/6000        int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [353]
-----------------------------------------------
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [352]
[353]    0.0    0.00    0.00    6000         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [353]
                0.00    0.00   18000/2036005     int* std::__niter_base<int*>(int*) [182]
                0.00    0.00    6000/6000        std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [354]
-----------------------------------------------
                0.00    0.00    6000/6000        int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [353]
[354]    0.0    0.00    0.00    6000         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [354]
-----------------------------------------------
                0.00    0.00    2250/4500        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [372]
                0.00    0.00    2250/4500        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [371]
[355]    0.0    0.00    0.00    4500         __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [355]
-----------------------------------------------
                0.00    0.00    3375/3375        std::allocator<std::vector<int, std::allocator<int> > >::allocator() [358]
[356]    0.0    0.00    0.00    3375         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [356]
-----------------------------------------------
                0.00    0.00    3375/3375        std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [359]
[357]    0.0    0.00    0.00    3375         __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [357]
-----------------------------------------------
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [360]
[358]    0.0    0.00    0.00    3375         std::allocator<std::vector<int, std::allocator<int> > >::allocator() [358]
                0.00    0.00    3375/3375        __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator() [356]
-----------------------------------------------
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [361]
[359]    0.0    0.00    0.00    3375         std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [359]
                0.00    0.00    3375/3375        __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::~new_allocator() [357]
-----------------------------------------------
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [363]
[360]    0.0    0.00    0.00    3375         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [360]
                0.00    0.00    3375/3375        std::allocator<std::vector<int, std::allocator<int> > >::allocator() [358]
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [362]
-----------------------------------------------
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [364]
[361]    0.0    0.00    0.00    3375         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [361]
                0.00    0.00    3375/3375        std::allocator<std::vector<int, std::allocator<int> > >::~allocator() [359]
-----------------------------------------------
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [360]
[362]    0.0    0.00    0.00    3375         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data() [362]
-----------------------------------------------
                0.00    0.00    3375/3375        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [365]
[363]    0.0    0.00    0.00    3375         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [363]
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl() [360]
-----------------------------------------------
                0.00    0.00    3375/3375        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [68]
[364]    0.0    0.00    0.00    3375         std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base() [364]
                0.00    0.00    3375/14226       std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [333]
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl() [361]
-----------------------------------------------
                0.00    0.00     375/3375        CreateToroidalLinkedList::CreateToroidalLinkedList(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [21]
                0.00    0.00     375/3375        ExactCoverDancingLinks::ExactCoverDancingLinks(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [3]
                0.00    0.00     750/3375        CreateSparseExactCoverMatrix::CreateSparseExactCoverMatrix(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [6]
                0.00    0.00     750/3375        SolutionTranslator::SolutionTranslator(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [70]
                0.00    0.00    1125/3375        benchmark() [2]
[365]    0.0    0.00    0.00    3375         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector() [365]
                0.00    0.00    3375/3375        std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base() [363]
-----------------------------------------------
                0.00    0.00    3000/3000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
[366]    0.0    0.00    0.00    3000         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [366]
                0.00    0.00    6000/12000       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [334]
-----------------------------------------------
                0.00    0.00    3000/3000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
[367]    0.0    0.00    0.00    3000         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [367]
                0.00    0.00   12000/1556535     std::vector<int, std::allocator<int> >::size() const [203]
                0.00    0.00    6000/6000        std::vector<int, std::allocator<int> >::max_size() const [350]
                0.00    0.00    3000/11601       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [335]
-----------------------------------------------
                0.00    0.00    3000/3000        std::vector<int, std::allocator<int> >::push_back(int const&) [155]
[368]    0.0    0.00    0.00    3000         std::vector<int, std::allocator<int> >::end() [368]
                0.00    0.00    3000/6000        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [349]
-----------------------------------------------
                0.00    0.00    3000/3000        void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [156]
[369]    0.0    0.00    0.00    3000         std::vector<int, std::allocator<int> >::begin() [369]
                0.00    0.00    3000/6000        __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [349]
-----------------------------------------------
                0.00    0.00    2250/2250        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [27]
[370]    0.0    0.00    0.00    2250         __gnu_cxx::__alloc_traits<std::allocator<std::vector<int, std::allocator<int> > >, std::vector<int, std::allocator<int> > >::_S_propagate_on_copy_assign() [370]
-----------------------------------------------
                0.00    0.00    2250/2250        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [27]
[371]    0.0    0.00    0.00    2250         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::end() const [371]
                0.00    0.00    2250/4500        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [355]
-----------------------------------------------
                0.00    0.00    2250/2250        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [27]
[372]    0.0    0.00    0.00    2250         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::begin() const [372]
                0.00    0.00    2250/4500        __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >::__normal_iterator(std::vector<int, std::allocator<int> > const* const&) [355]
-----------------------------------------------
                0.00    0.00    2250/2250        std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator=(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&) [27]
[373]    0.0    0.00    0.00    2250         std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::capacity() const [373]
-----------------------------------------------
                0.00    0.00     376/1128        std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [379]
                0.00    0.00     752/1128        std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [383]
[374]    0.0    0.00    0.00    1128         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [374]
-----------------------------------------------
                0.00    0.00    1125/1125        benchmark() [2]
[375]    0.0    0.00    0.00    1125         std::setw(int) [375]
-----------------------------------------------
                0.00    0.00     752/752         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [382]
[376]    0.0    0.00    0.00     752         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [376]
-----------------------------------------------
                0.00    0.00     376/376         benchmark() [2]
[377]    0.0    0.00    0.00     376         std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [377]
-----------------------------------------------
                0.00    0.00     376/376         benchmark() [2]
[378]    0.0    0.00    0.00     376         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [378]
                0.00    0.00     376/376         std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [379]
-----------------------------------------------
                0.00    0.00     376/376         std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [378]
[379]    0.0    0.00    0.00     376         std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [379]
                0.00    0.00     376/1128        std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [374]
                0.00    0.00     376/376         std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [381]
-----------------------------------------------
                0.00    0.00     376/376         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [383]
[380]    0.0    0.00    0.00     376         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [380]
-----------------------------------------------
                0.00    0.00     376/376         std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [379]
[381]    0.0    0.00    0.00     376         std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [381]
-----------------------------------------------
                0.00    0.00     376/376         benchmark() [2]
[382]    0.0    0.00    0.00     376         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [382]
                0.00    0.00     752/752         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [376]
                0.00    0.00     376/376         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [383]
-----------------------------------------------
                0.00    0.00     376/376         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [382]
[383]    0.0    0.00    0.00     376         std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [383]
                0.00    0.00     752/1128        std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [374]
                0.00    0.00     376/376         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [380]
-----------------------------------------------
                0.00    0.00     375/375         SolutionTranslator::SolutionTranslator(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [70]
[384]    0.0    0.00    0.00     375         SolutionTranslator::fillSolvedSudoku() [384]
                0.00    0.00  152250/1377934     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [214]
                0.00    0.00  121500/1750560     std::vector<int, std::allocator<int> >::operator[](unsigned long) [201]
                0.00    0.00   30750/1556535     std::vector<int, std::allocator<int> >::size() const [203]
-----------------------------------------------
                0.00    0.00     375/375         CreateToroidalLinkedList::CreateToroidalLinkedList(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [21]
[385]    0.0    0.00    0.00     375         CreateToroidalLinkedList::addNodeColumnHeader() [385]
                0.00    0.00  121500/525251      node::node() [248]
-----------------------------------------------
                0.00    0.00     375/375         CreateToroidalLinkedList::~CreateToroidalLinkedList() [147]
[386]    0.0    0.00    0.00     375         CreateToroidalLinkedList::deallocateStructure() [386]
-----------------------------------------------
                0.00    0.00     375/375         CreateToroidalLinkedList::CreateToroidalLinkedList(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [21]
[387]    0.0    0.00    0.00     375         CreateToroidalLinkedList::getNumProblemColumns() [387]
                0.00    0.00  418932/1377934     std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::operator[](unsigned long) [214]
